names_tomatch,match,notes,fixed_best,min_fixed,partial_best,min_partial,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114
farafangana,farafangana,,farafangana,0,farafangana,0,farafangana,tsaratanana,lalangina,moramanga,mahajanga i,bealanana,maevatanana,fandriana,manandriana,ifanadiana,vavatenina,mahajanga ii,analalava,manjakandriana,andramasina,faratsiho,mananjary,morafenobe,sakaraha,taolagnaro,morondava,ambanja,antalaha,andapa,arivonimamo,soavinandriana,fianarantsoa i,ambalavao,ikalamavony,isandra,vangaindrano,befotaka,toamasina i,vatomandry,mahanoro,marolambo,maroantsetra,amparafaravola,andilamena,soalala,marovoay,mandritsara,antsalova,maintirano,ankazoabo,manja,sambava,ankazobe,betafo,mandoto,miarinarivo,ambositra,ikongo,iakora,toamasina ii,mampikony,besalampy,beroroha,benenitra,mahabo,antsiranana i,anjozorobe,ambatolampy,antanifotsy,fenoarivobe,vohibato,nosy-varika,vohipeno,brickaville,sainte marie,ambatondrazaka,anosibe-an'ala,ambato boeni,mitsinjo,antsohihy,kandreho,ambatomainty,toliary-i,morombe,toliary-ii,beloha,betroka,miandrivazo,antsiranana ii,ambilobe,vohemar,antsirabe i,antsirabe ii,tsiroanomandidy,ambohimahasoa,ambatofinandrahana,manakara atsimo,ihosy,ivohibe,vondrozo,mananara-avaratra,fenerive est,befandriana nord,tsihombe,bekily,nosy-be,soanierana ivongo,ambohidratrimo,midongy-atsimo,betioky atsimo,ampanihy ouest,amboasary-atsimo,ambovombe-androy,antanambao manampontsy,antananarivo avaradrano,belo sur tsiribihina,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
antsiranana ii,antsiranana ii,,antsiranana ii,0,antsiranana ii,0,antsiranana ii,antsiranana i,antsirabe ii,antsirabe i,toamasina ii,tsaratanana,toamasina i,andilamena,anosibe-an'ala,mahajanga ii,antsalova,antalaha,andramasina,antanifotsy,tsiroanomandidy,fianarantsoa i,fandriana,manandriana,mahajanga i,analalava,bealanana,maevatanana,maintirano,arivonimamo,miarinarivo,ambalavao,isandra,ifanadiana,mananjary,manakara atsimo,farafangana,vangaindrano,amparafaravola,moramanga,soalala,mitsinjo,mandritsara,antsohihy,ankazoabo,sakaraha,toliary-ii,taolagnaro,ambanja,andapa,ankazobe,manjakandriana,ambatolampy,soavinandriana,ambohimahasoa,ikalamavony,lalangina,ambositra,nosy-varika,iakora,vatomandry,mahanoro,sainte marie,mananara-avaratra,vavatenina,ambatondrazaka,befandriana nord,besalampy,morafenobe,toliary-i,tsihombe,betroka,manja,morondava,sambava,ambohidratrimo,anjozorobe,betafo,faratsiho,mandoto,vohibato,ambatofinandrahana,ikongo,vohipeno,befotaka,brickaville,marolambo,maroantsetra,soanierana ivongo,ambato boeni,marovoay,mampikony,kandreho,ambatomainty,beroroha,betioky atsimo,benenitra,amboasary-atsimo,mahabo,miandrivazo,ambilobe,nosy-be,fenoarivobe,ihosy,ivohibe,midongy-atsimo,vondrozo,fenerive est,morombe,ampanihy ouest,beloha,ambovombe-androy,bekily,vohemar,antanambao manampontsy,antananarivo renivohitra,antananarivo avaradrano,belo sur tsiribihina,antananarivo atsimondrano,port-berge (boriziny-vaovao)
toamasina,toamasina i,,toamasina i,2,toamasina i,0,toamasina i,toamasina ii,andramasina,lalangina,ifanadiana,moramanga,soalala,bealanana,faratsiho,ambositra,fandriana,vavatenina,analalava,tsaratanana,toliary-i,sakaraha,taolagnaro,manja,ambanja,sambava,ambalavao,ikalamavony,isandra,manandriana,nosy-varika,vohipeno,iakora,farafangana,vatomandry,mahanoro,andilamena,mitsinjo,mampikony,maevatanana,antsalova,toliary-ii,morondava,mahabo,antalaha,andapa,vohemar,ankazobe,betafo,mandoto,miarinarivo,soavinandriana,vohibato,mananjary,ihosy,ivohibe,vondrozo,befotaka,maroantsetra,mahajanga i,marovoay,antsohihy,kandreho,besalampy,ambatomainty,maintirano,morafenobe,beroroha,morombe,benenitra,beloha,tsihombe,bekily,betroka,miandrivazo,ambilobe,nosy-be,manjakandriana,antsirabe i,ambatolampy,arivonimamo,tsiroanomandidy,fenoarivobe,ambohimahasoa,ikongo,vangaindrano,brickaville,marolambo,sainte marie,mahajanga ii,mandritsara,ankazoabo,betioky atsimo,antsiranana i,anjozorobe,antanifotsy,antsirabe ii,fianarantsoa i,midongy-atsimo,ambatondrazaka,ambato boeni,antsiranana ii,ambohidratrimo,manakara atsimo,amparafaravola,anosibe-an'ala,amboasary-atsimo,ambatofinandrahana,fenerive est,soanierana ivongo,befandriana nord,ampanihy ouest,ambovombe-androy,mananara-avaratra,belo sur tsiribihina,antanambao manampontsy,antananarivo renivohitra,antananarivo avaradrano,antananarivo atsimondrano,port-berge (boriziny-vaovao)
nosy be,nosy-be,,nosy-be,1,nosy-be,1,nosy-be,morombe,ankazobe,ihosy,ivohibe,anjozorobe,soalala,tsihombe,mahabo,ambilobe,vohemar,antsirabe i,betafo,mandoto,fenoarivobe,vohibato,isandra,ambositra,nosy-varika,ikongo,vohipeno,iakora,vondrozo,marolambo,mitsinjo,antsohihy,antsalova,morafenobe,ankazoabo,beloha,bekily,betroka,manja,ambanja,antalaha,sambava,andapa,antsirabe ii,fandriana,mananjary,befotaka,mahanoro,moramanga,andilamena,marovoay,analalava,kandreho,besalampy,toliary-i,beroroha,sakaraha,toliary-ii,benenitra,morondava,faratsiho,ambalavao,lalangina,ifanadiana,toamasina i,vatomandry,toamasina ii,ambato boeni,bealanana,mampikony,maintirano,taolagnaro,andramasina,ambatolampy,antanifotsy,arivonimamo,manandriana,brickaville,sainte marie,maroantsetra,fenerive est,vavatenina,anosibe-an'ala,mandritsara,ampanihy ouest,miandrivazo,miarinarivo,ikalamavony,farafangana,vangaindrano,mahajanga i,mahajanga ii,maevatanana,tsaratanana,ambatomainty,betioky atsimo,antsiranana ii,antsiranana i,fianarantsoa i,ambohimahasoa,midongy-atsimo,ambohidratrimo,manjakandriana,soavinandriana,tsiroanomandidy,manakara atsimo,ambatondrazaka,ambovombe-androy,amboasary-atsimo,amparafaravola,befandriana nord,soanierana ivongo,mananara-avaratra,belo sur tsiribihina,ambatofinandrahana,antanambao manampontsy,antananarivo renivohitra,antananarivo avaradrano,antananarivo atsimondrano,port-berge (boriziny-vaovao)
etats-unis,NA,outside MG,mitsinjo,7,antananarivo atsimondrano,6,mitsinjo,betafo,faratsiho,lalangina,vatomandry,vavatenina,antsohihy,bealanana,maevatanana,antsalova,taolagnaro,manja,ambanja,ankazobe,ambatolampy,antanifotsy,mandoto,miarinarivo,isandra,ambositra,fandriana,ifanadiana,mananjary,ikongo,vohipeno,ihosy,iakora,befotaka,toamasina i,mahanoro,marolambo,toamasina ii,moramanga,soalala,ambato boeni,marovoay,analalava,mampikony,tsaratanana,kandreho,besalampy,ambatomainty,maintirano,toliary-i,sakaraha,toliary-ii,tsihombe,betroka,mahabo,ambilobe,nosy-be,antalaha,sambava,andapa,anjozorobe,andramasina,antsirabe i,antsirabe ii,arivonimamo,fenoarivobe,ambalavao,ikalamavony,vohibato,manandriana,nosy-varika,ivohibe,farafangana,vondrozo,sainte marie,maroantsetra,fenerive est,andilamena,mahajanga i,mahajanga ii,morafenobe,beroroha,morombe,ankazoabo,benenitra,beloha,bekily,morondava,miandrivazo,vohemar,soavinandriana,fianarantsoa i,vangaindrano,brickaville,mandritsara,betioky atsimo,antsiranana ii,antsiranana i,manjakandriana,tsiroanomandidy,ambohimahasoa,midongy-atsimo,ambatondrazaka,anosibe-an'ala,ampanihy ouest,ambohidratrimo,manakara atsimo,amparafaravola,befandriana nord,amboasary-atsimo,soanierana ivongo,ambovombe-androy,ambatofinandrahana,mananara-avaratra,belo sur tsiribihina,antanambao manampontsy,antananarivo renivohitra,antananarivo avaradrano,antananarivo atsimondrano,port-berge (boriziny-vaovao)
vohimarina,NA,unknown,vohemar,4,antananarivo renivohitra,4,vohemar,vohibato,vohipeno,andramasina,nosy-varika,toamasina i,vavatenina,moramanga,andilamena,toliary-i,miarinarivo,soavinandriana,ambohimahasoa,lalangina,isandra,fandriana,manandriana,ifanadiana,ivohibe,iakora,vondrozo,vatomandry,toamasina ii,soalala,bealanana,sakaraha,toliary-ii,manja,ambohidratrimo,arivonimamo,ikalamavony,ambositra,farafangana,vangaindrano,befotaka,mahanoro,marovoay,mitsinjo,analalava,maevatanana,tsaratanana,antsalova,maintirano,beroroha,morombe,betroka,morondava,mahabo,ambanja,antalaha,sambava,andapa,ankazobe,manjakandriana,anjozorobe,antsirabe i,betafo,faratsiho,mandoto,fenoarivobe,ambalavao,mananjary,ikongo,ihosy,brickaville,marolambo,sainte marie,mahajanga i,mandritsara,antsohihy,mampikony,kandreho,besalampy,ambatomainty,morafenobe,benenitra,beloha,tsihombe,bekily,taolagnaro,miandrivazo,antsiranana i,ambilobe,nosy-be,antsirabe ii,maroantsetra,anosibe-an'ala,mahajanga ii,ankazoabo,antsiranana ii,ambatolampy,antanifotsy,tsiroanomandidy,fianarantsoa i,midongy-atsimo,fenerive est,amparafaravola,ambatondrazaka,ambato boeni,betioky atsimo,ambatofinandrahana,manakara atsimo,soanierana ivongo,befandriana nord,ampanihy ouest,ambovombe-androy,amboasary-atsimo,mananara-avaratra,belo sur tsiribihina,antananarivo avaradrano,antanambao manampontsy,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
fianarantsoa ii,fianarantsoa i,manually matched grouping with I ,fianarantsoa i,1,fianarantsoa i,1,fianarantsoa i,mahajanga ii,toamasina ii,mahajanga i,antsiranana ii,faratsiho,fandriana,ifanadiana,farafangana,toamasina i,mandritsara,antsiranana i,manjakandriana,andramasina,antanifotsy,antsirabe ii,miarinarivo,manandriana,mananjary,maroantsetra,analalava,antsohihy,bealanana,tsaratanana,maintirano,ankazoabo,sakaraha,miandrivazo,ankazobe,antsirabe i,ambatolampy,mandoto,soavinandriana,fenoarivobe,ikalamavony,lalangina,isandra,manakara atsimo,iakora,vangaindrano,mahanoro,sainte marie,mananara-avaratra,vavatenina,moramanga,marovoay,maevatanana,kandreho,antsalova,toliary-ii,ambanja,antalaha,andapa,anjozorobe,arivonimamo,ambalavao,ambohimahasoa,vohibato,ambositra,ikongo,midongy-atsimo,vondrozo,vatomandry,marolambo,fenerive est,soanierana ivongo,amparafaravola,andilamena,soalala,ambato boeni,mitsinjo,befandriana nord,ambatomainty,morafenobe,toliary-i,benenitra,taolagnaro,manja,morondava,mahabo,sambava,betafo,tsiroanomandidy,nosy-varika,vohipeno,ihosy,ivohibe,befotaka,ambatondrazaka,mampikony,besalampy,beroroha,morombe,betioky atsimo,ampanihy ouest,betroka,amboasary-atsimo,ambilobe,nosy-be,ambohidratrimo,brickaville,anosibe-an'ala,beloha,tsihombe,vohemar,ambatofinandrahana,bekily,antanambao manampontsy,ambovombe-androy,belo sur tsiribihina,antananarivo renivohitra,antananarivo avaradrano,antananarivo atsimondrano,port-berge (boriziny-vaovao)
soanierana ivongo,soanierana ivongo,,soanierana ivongo,0,soanierana ivongo,0,soanierana ivongo,soavinandriana,andramasina,miarinarivo,manjakandriana,antanifotsy,fianarantsoa i,ikalamavony,manandriana,ifanadiana,manakara atsimo,toamasina i,toamasina ii,amparafaravola,moramanga,befandriana nord,maintirano,miandrivazo,antsirabe i,faratsiho,antsirabe ii,arivonimamo,fenoarivobe,ambalavao,lalangina,fandriana,ikongo,farafangana,vangaindrano,vondrozo,mahanoro,sainte marie,mahajanga i,soalala,mahajanga ii,analalava,bealanana,maevatanana,tsaratanana,ankazoabo,sakaraha,antsiranana ii,antsiranana i,ambohidratrimo,ankazobe,mandoto,tsiroanomandidy,vohibato,isandra,mananjary,vohipeno,marolambo,mananara-avaratra,fenerive est,vavatenina,andilamena,ambato boeni,marovoay,mitsinjo,mandritsara,mampikony,kandreho,ambatomainty,antsalova,morafenobe,toliary-i,toliary-ii,benenitra,taolagnaro,morondava,antalaha,sambava,andapa,anjozorobe,betafo,ambohimahasoa,nosy-varika,iakora,midongy-atsimo,brickaville,vatomandry,maroantsetra,anosibe-an'ala,antsohihy,besalampy,beroroha,morombe,betioky atsimo,ampanihy ouest,amboasary-atsimo,manja,mahabo,ambilobe,ambanja,vohemar,ambatolampy,ambatofinandrahana,ambositra,ihosy,ivohibe,befotaka,ambatondrazaka,beloha,tsihombe,ambovombe-androy,bekily,betroka,antananarivo renivohitra,antananarivo avaradrano,antanambao manampontsy,nosy-be,antananarivo atsimondrano,belo sur tsiribihina,port-berge (boriziny-vaovao)
ambatofinandrahana,ambatofinandrahana,,ambatofinandrahana,0,ambatofinandrahana,0,ambatofinandrahana,ambatondrazaka,soavinandriana,manandriana,manjakandriana,ambohimahasoa,fandriana,amparafaravola,ambohidratrimo,ambatolampy,ambositra,ifanadiana,farafangana,vangaindrano,vatomandry,ambato boeni,maevatanana,ambatomainty,maintirano,ambovombe-androy,miandrivazo,antsiranana i,andramasina,miarinarivo,ambalavao,isandra,mananjary,maroantsetra,mananara-avaratra,moramanga,mandritsara,analalava,bealanana,tsaratanana,sakaraha,morondava,antsiranana ii,ambanja,antalaha,antsirabe i,lalangina,mahanoro,vavatenina,andilamena,anosibe-an'ala,mahajanga i,mahajanga ii,befandriana nord,kandreho,toliary-i,beroroha,toliary-ii,amboasary-atsimo,andapa,antanifotsy,faratsiho,antsirabe ii,mandoto,arivonimamo,fianarantsoa i,ikalamavony,manakara atsimo,iakora,vondrozo,befotaka,toamasina i,marolambo,toamasina ii,sainte marie,soalala,marovoay,mitsinjo,antsohihy,mampikony,antsalova,ankazoabo,ampanihy ouest,benenitra,beloha,taolagnaro,betroka,manja,mahabo,ambilobe,sambava,antananarivo avaradrano,ankazobe,anjozorobe,betafo,tsiroanomandidy,fenoarivobe,vohibato,nosy-varika,vohipeno,midongy-atsimo,soanierana ivongo,besalampy,morafenobe,morombe,betioky atsimo,vohemar,ikongo,ihosy,ivohibe,brickaville,fenerive est,tsihombe,bekily,belo sur tsiribihina,antanambao manampontsy,nosy-be,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
ambilobe,ambilobe,,ambilobe,0,ambilobe,0,ambilobe,ankazobe,ambalavao,mampikony,morombe,beloha,tsihombe,ambanja,anjozorobe,mandoto,ambositra,ihosy,ivohibe,mahanoro,marolambo,andilamena,ambato boeni,marovoay,antsalova,ankazoabo,bekily,mahabo,nosy-be,antalaha,sambava,antsirabe i,betafo,ambatolampy,fenoarivobe,vohibato,ikongo,vohipeno,iakora,vondrozo,soalala,analalava,morafenobe,beroroha,betroka,manja,andapa,antanifotsy,faratsiho,antsirabe ii,lalangina,isandra,fandriana,mananjary,befotaka,toamasina i,mitsinjo,antsohihy,kandreho,besalampy,ambatomainty,maintirano,toliary-i,sakaraha,vohemar,arivonimamo,ambohimahasoa,ikalamavony,ifanadiana,brickaville,vatomandry,toamasina ii,vavatenina,moramanga,mandritsara,bealanana,ampanihy ouest,toliary-ii,benenitra,taolagnaro,morondava,miandrivazo,ambohidratrimo,andramasina,miarinarivo,manandriana,farafangana,vangaindrano,sainte marie,maroantsetra,fenerive est,ambatondrazaka,mahajanga i,maevatanana,tsaratanana,ambovombe-androy,nosy-varika,amparafaravola,mahajanga ii,antsiranana i,fianarantsoa i,anosibe-an'ala,antsiranana ii,manjakandriana,soavinandriana,tsiroanomandidy,midongy-atsimo,befandriana nord,betioky atsimo,amboasary-atsimo,ambatofinandrahana,manakara atsimo,soanierana ivongo,mananara-avaratra,antanambao manampontsy,belo sur tsiribihina,antananarivo renivohitra,antananarivo avaradrano,antananarivo atsimondrano,port-berge (boriziny-vaovao)
ambohidrat imo,ambohidratrimo,,ambohidratrimo,1,ambohidratrimo,1,ambohidratrimo,amboasary-atsimo,ambohimahasoa,ambositra,vohibato,midongy-atsimo,antsirabe i,faratsiho,antsirabe ii,arivonimamo,miarinarivo,ambalavao,manakara atsimo,ambatondrazaka,maintirano,betioky atsimo,andramasina,ambatolampy,mandoto,vohipeno,vangaindrano,vondrozo,toamasina i,mahanoro,marolambo,toamasina ii,moramanga,mahajanga i,ambato boeni,mitsinjo,mahajanga ii,mandritsara,ambatomainty,toliary-i,toliary-ii,mahabo,miandrivazo,ambilobe,ambanja,anjozorobe,betafo,antanifotsy,isandra,ambatofinandrahana,manandriana,nosy-varika,ivohibe,iakora,brickaville,maroantsetra,amparafaravola,andilamena,anosibe-an'ala,marovoay,antsohihy,kandreho,morafenobe,morombe,ankazoabo,ampanihy ouest,benenitra,beloha,ambovombe-androy,taolagnaro,morondava,antsiranana ii,antsiranana i,sambava,andapa,vohemar,ankazobe,tsiroanomandidy,fenoarivobe,lalangina,fandriana,ifanadiana,mananjary,ikongo,befotaka,vatomandry,sainte marie,fenerive est,vavatenina,soanierana ivongo,soalala,analalava,bealanana,mampikony,maevatanana,tsaratanana,besalampy,antsalova,beroroha,sakaraha,bekily,betroka,manja,antalaha,manjakandriana,soavinandriana,fianarantsoa i,ikalamavony,ihosy,farafangana,befandriana nord,tsihombe,nosy-be,mananara-avaratra,belo sur tsiribihina,antanambao manampontsy,antananarivo avaradrano,antananarivo atsimondrano,antananarivo renivohitra,port-berge (boriziny-vaovao)
mandoto,mandoto,,mandoto,0,mandoto,0,mandoto,vondrozo,mahanoro,kandreho,manja,mahabo,andapa,isandra,iakora,marovoay,ankazobe,betafo,ambalavao,vohibato,fandriana,mananjary,ikongo,ihosy,marolambo,mitsinjo,mandritsara,mampikony,maintirano,morombe,ankazoabo,beloha,betroka,morondava,miandrivazo,ambilobe,ambanja,sambava,anjozorobe,antanifotsy,faratsiho,miarinarivo,lalangina,ambositra,manandriana,ifanadiana,vohipeno,ivohibe,befotaka,vatomandry,moramanga,soalala,antsohihy,antsalova,morafenobe,beroroha,sakaraha,benenitra,tsihombe,bekily,nosy-be,antalaha,vohemar,vangaindrano,maroantsetra,andilamena,mahajanga i,analalava,bealanana,maevatanana,besalampy,taolagnaro,andramasina,ambatolampy,arivonimamo,fenoarivobe,ikalamavony,farafangana,toamasina i,toamasina ii,vavatenina,ambato boeni,mahajanga ii,ambatomainty,toliary-i,toliary-ii,ambohidratrimo,manjakandriana,antsirabe i,fianarantsoa i,manakara atsimo,midongy-atsimo,brickaville,sainte marie,ambatondrazaka,tsaratanana,ampanihy ouest,antsirabe ii,soavinandriana,tsiroanomandidy,ambohimahasoa,nosy-varika,fenerive est,amparafaravola,betioky atsimo,antsiranana i,anosibe-an'ala,befandriana nord,ambovombe-androy,amboasary-atsimo,antsiranana ii,mananara-avaratra,soanierana ivongo,ambatofinandrahana,antanambao manampontsy,antananarivo avaradrano,belo sur tsiribihina,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
france,NA,outside MG,manja,4,antananarivo avaradrano,3,manja,isandra,ikongo,morombe,ambanja,ankazobe,betafo,faratsiho,mandoto,fandriana,ihosy,ivohibe,iakora,mahanoro,moramanga,soalala,kandreho,morafenobe,beloha,bekily,mahabo,nosy-be,andapa,lalangina,mananjary,vohipeno,farafangana,befotaka,marolambo,marovoay,mitsinjo,bealanana,beroroha,sakaraha,tsihombe,betroka,morondava,ambilobe,antalaha,sambava,vohemar,fenoarivobe,ambalavao,vohibato,ifanadiana,vondrozo,brickaville,vatomandry,maroantsetra,vavatenina,analalava,tsaratanana,besalampy,antsalova,maintirano,toliary-i,ankazoabo,benenitra,taolagnaro,anjozorobe,andramasina,antsirabe i,antanifotsy,arivonimamo,miarinarivo,ambositra,manandriana,toamasina i,fenerive est,andilamena,mahajanga i,antsohihy,mampikony,maevatanana,toliary-ii,miandrivazo,ambatolampy,antsirabe ii,fianarantsoa i,ikalamavony,nosy-varika,vangaindrano,toamasina ii,sainte marie,ambato boeni,mahajanga ii,mandritsara,ambatomainty,antsiranana i,amparafaravola,ampanihy ouest,antsiranana ii,ambohidratrimo,manjakandriana,soavinandriana,tsiroanomandidy,ambohimahasoa,ambatondrazaka,anosibe-an'ala,befandriana nord,manakara atsimo,midongy-atsimo,betioky atsimo,soanierana ivongo,ambovombe-androy,amboasary-atsimo,ambatofinandrahana,mananara-avaratra,belo sur tsiribihina,antanambao manampontsy,antananarivo renivohitra,antananarivo avaradrano,antananarivo atsimondrano,port-berge (boriziny-vaovao)
toliary ii,toliary-ii,,toliary-ii,1,toliary-ii,1,toliary-ii,toliary-i,toamasina ii,antsirabe ii,toamasina i,taolagnaro,antsirabe i,lalangina,vohibato,vohipeno,iakora,vondrozo,moramanga,soalala,mahajanga ii,morombe,sakaraha,tsihombe,bekily,nosy-be,vohemar,ankazobe,andramasina,betafo,faratsiho,mandoto,miarinarivo,fenoarivobe,ambalavao,isandra,ambositra,fandriana,ifanadiana,nosy-varika,mananjary,ikongo,ihosy,ivohibe,vatomandry,mahanoro,marolambo,vavatenina,andilamena,mahajanga i,marovoay,mitsinjo,analalava,antsohihy,bealanana,tsaratanana,kandreho,besalampy,antsalova,morafenobe,beroroha,ankazoabo,beloha,betroka,manja,morondava,mahabo,antsiranana ii,ambilobe,ambanja,antalaha,sambava,andapa,ambohidratrimo,anjozorobe,ambatolampy,antanifotsy,soavinandriana,ambohimahasoa,ikalamavony,manandriana,farafangana,befotaka,brickaville,sainte marie,ambato boeni,mampikony,maevatanana,maintirano,betioky atsimo,benenitra,miandrivazo,antsiranana i,arivonimamo,fianarantsoa i,manakara atsimo,vangaindrano,maroantsetra,fenerive est,ambatondrazaka,anosibe-an'ala,mandritsara,ambatomainty,amboasary-atsimo,manjakandriana,tsiroanomandidy,midongy-atsimo,soanierana ivongo,amparafaravola,ampanihy ouest,ambatofinandrahana,befandriana nord,ambovombe-androy,mananara-avaratra,belo sur tsiribihina,antananarivo renivohitra,antananarivo avaradrano,antanambao manampontsy,antananarivo atsimondrano,port-berge (boriziny-vaovao)
vohibato,vohibato,,vohibato,0,vohibato,0,vohibato,vohipeno,ivohibe,vohemar,vondrozo,mahabo,betafo,mandoto,arivonimamo,mahanoro,soalala,sambava,ambalavao,ikongo,ihosy,iakora,befotaka,marolambo,moramanga,mitsinjo,kandreho,maintirano,toliary-i,morombe,ankazoabo,sakaraha,beloha,tsihombe,bekily,taolagnaro,manja,morondava,ambilobe,nosy-be,ambanja,antalaha,andapa,ambohidratrimo,ankazobe,faratsiho,miarinarivo,ambohimahasoa,isandra,ambositra,fandriana,mananjary,vangaindrano,toamasina i,vatomandry,andilamena,marovoay,analalava,antsohihy,bealanana,mampikony,besalampy,antsalova,morafenobe,beroroha,toliary-ii,benenitra,betroka,miandrivazo,anjozorobe,antsirabe i,ambatolampy,antanifotsy,fenoarivobe,ikalamavony,lalangina,ifanadiana,nosy-varika,toamasina ii,vavatenina,mahajanga i,mandritsara,maevatanana,andramasina,antsirabe ii,manandriana,farafangana,midongy-atsimo,brickaville,maroantsetra,anosibe-an'ala,ambato boeni,mahajanga ii,tsaratanana,ambatomainty,betioky atsimo,soavinandriana,fianarantsoa i,sainte marie,fenerive est,antsiranana i,manakara atsimo,amparafaravola,ambatondrazaka,ampanihy ouest,ambovombe-androy,amboasary-atsimo,antsiranana ii,manjakandriana,tsiroanomandidy,soanierana ivongo,befandriana nord,ambatofinandrahana,mananara-avaratra,belo sur tsiribihina,antananarivo avaradrano,antanambao manampontsy,antananarivo renivohitra,antananarivo atsimondrano,port-berge (boriziny-vaovao)
